head	relation	tail
cause:cf36666d89a4	CAUSES_EFFECT	group:effect_group_0091
effect:08fe0db7adee	BELONGS_TO	group:effect_group_0091
cause:a2d0bbaa38ae	CAUSES	mode:355f2e861cc2
cause:a2d0bbaa38ae	CAUSES_EFFECT	group:effect_group_0091
cause:19b0e1471981	CAUSES	mode:355f2e861cc2
cause:19b0e1471981	CAUSES_EFFECT	group:effect_group_0091
cause:fde35b5cfd30	CAUSES	mode:355f2e861cc2
cause:fde35b5cfd30	CAUSES_EFFECT	group:effect_group_0091
mode:d2de3ee217b6	BELONGS_TO	group:mode_regroup_0034
cause:39fe755b0a4f	CAUSES	group:mode_regroup_0034
cause:811ec6fce89b	CAUSES	group:mode_regroup_0034
mode:897dc6431530	LEADS_TO	effect:8e198eab7665
cause:a1eab22b013d	CAUSES	mode:897dc6431530
cause:a1eab22b013d	CAUSES_EFFECT	effect:8e198eab7665
cause:0a3249312176	CAUSES	mode:897dc6431530
cause:0a3249312176	CAUSES_EFFECT	effect:8e198eab7665
cause:a890f441aca2	CAUSES	mode:897dc6431530
cause:a890f441aca2	CAUSES_EFFECT	effect:8e198eab7665
cause:e63a5d69c39b	CAUSES	mode:df6fdf45a9c3
cause:9febf7ce1d9a	CAUSES	mode:df6fdf45a9c3
cause:ee04d2285311	BELONGS_TO	group:cause_group_0646
mode:b66fd52f705b	LEADS_TO	effect:8401a75d2cd6
cause:13374ecf2928	CAUSES	mode:b66fd52f705b
cause:13374ecf2928	CAUSES_EFFECT	effect:8401a75d2cd6
cause:06c9b44513a0	CAUSES	mode:b66fd52f705b
cause:06c9b44513a0	CAUSES_EFFECT	effect:8401a75d2cd6
cause:4afdfae7dfe7	CAUSES	mode:b66fd52f705b
cause:4afdfae7dfe7	CAUSES_EFFECT	effect:8401a75d2cd6
cause:9e4ec01c273a	CAUSES	mode:b66fd52f705b
cause:9e4ec01c273a	CAUSES_EFFECT	effect:8401a75d2cd6
mode:684e866eb76b	BELONGS_TO	group:mode_group_0515
cause:c96964dc62f2	CAUSES	group:mode_group_0515
cause:6f0a18c6c828	CAUSES	group:mode_group_0515
cause:363610a99ae5	CAUSES	group:mode_group_0515
cause:15e620fe263a	CAUSES	group:mode_group_0515
cause:38196137dcf1	CAUSES	group:mode_group_0515
cause:cf13a5d3de84	CAUSES	group:mode_group_0515
cause:05e8db1f0a8f	CAUSES	group:mode_group_0515
cause:d3ef7062fc70	CAUSES	group:mode_group_0515
mode:149e16a47d6e	LEADS_TO	effect:32d77916eaa2
cause:7db0b269c3a6	CAUSES	mode:149e16a47d6e
cause:7db0b269c3a6	CAUSES_EFFECT	effect:32d77916eaa2
cause:4783a759e942	CAUSES	mode:149e16a47d6e
cause:4783a759e942	CAUSES_EFFECT	effect:32d77916eaa2
cause:e7c4e3c2e628	CAUSES	mode:149e16a47d6e
cause:e7c4e3c2e628	CAUSES_EFFECT	effect:32d77916eaa2
cause:c9c12ecf7ef4	CAUSES	mode:149e16a47d6e
cause:c9c12ecf7ef4	CAUSES_EFFECT	effect:32d77916eaa2
mode:656754e2ee80	LEADS_TO	effect:0dd85d4870b8
cause:d295ef8274a0	CAUSES	mode:656754e2ee80
cause:d295ef8274a0	CAUSES_EFFECT	effect:0dd85d4870b8
cause:da8690eb5cc4	CAUSES	mode:656754e2ee80
cause:da8690eb5cc4	CAUSES_EFFECT	effect:0dd85d4870b8
mode:1d0d18bbf0ec	LEADS_TO	effect:a073e1cb72b1
cause:bddb1ad91f5b	CAUSES	mode:1d0d18bbf0ec
cause:bddb1ad91f5b	CAUSES_EFFECT	effect:a073e1cb72b1
cause:514352be8728	CAUSES	mode:95a08a964e13
cause:721657767d5e	CAUSES	mode:95a08a964e13
mode:d2768289e454	LEADS_TO	effect:ea4d493bcbdf
cause:3e6747b9b427	CAUSES	mode:d2768289e454
cause:3e6747b9b427	CAUSES_EFFECT	effect:ea4d493bcbdf
cause:5ac308a69884	CAUSES	mode:d2768289e454
cause:5ac308a69884	CAUSES_EFFECT	effect:ea4d493bcbdf
cause:941424830033	CAUSES	mode:d2768289e454
cause:941424830033	CAUSES_EFFECT	effect:ea4d493bcbdf
cause:c30b56d66981	CAUSES	mode:d2768289e454
cause:c30b56d66981	CAUSES_EFFECT	effect:ea4d493bcbdf
cause:c7628ceeb258	CAUSES	mode:cbb456963e07
cause:4cb2d80ed48b	CAUSES	mode:cbb456963e07
cause:88cf748aa8b3	CAUSES	mode:cbb456963e07
cause:60557ed4f617	CAUSES	mode:cbb456963e07
mode:989cfb39abc9	LEADS_TO	effect:6161b963f512
cause:554462161caa	CAUSES	mode:989cfb39abc9
cause:554462161caa	CAUSES_EFFECT	effect:6161b963f512
cause:32f33c50d499	CAUSES	mode:989cfb39abc9
cause:32f33c50d499	CAUSES_EFFECT	effect:6161b963f512
mode:edcbcf34db3e	BELONGS_TO	group:mode_regroup_0002
cause:6ddb54bc2675	CAUSES	group:mode_regroup_0002
cause:6ddb54bc2675	CAUSES_EFFECT	effect:df41e1991405
cause:c4046ee0c52e	CAUSES	group:mode_regroup_0002
cause:c4046ee0c52e	CAUSES_EFFECT	effect:df41e1991405
cause:b16a54a03160	CAUSES	group:mode_regroup_0002
cause:b16a54a03160	CAUSES_EFFECT	effect:df41e1991405
cause:baa6fbfbe592	CAUSES	group:mode_regroup_0002
cause:baa6fbfbe592	CAUSES_EFFECT	effect:df41e1991405
mode:7edeec2665f5	LEADS_TO	effect:f0bcd9bd7db8
cause:8db427077caa	CAUSES	mode:7edeec2665f5
cause:8db427077caa	CAUSES_EFFECT	effect:f0bcd9bd7db8
cause:36e43cb76df8	CAUSES	mode:7edeec2665f5
cause:36e43cb76df8	CAUSES_EFFECT	effect:f0bcd9bd7db8
cause:3a3de3f80362	CAUSES	mode:7edeec2665f5
cause:3a3de3f80362	CAUSES_EFFECT	effect:f0bcd9bd7db8
cause:fd3241d39386	CAUSES	mode:7edeec2665f5
cause:fd3241d39386	CAUSES_EFFECT	effect:f0bcd9bd7db8
cause:8a8d004e3ef0	CAUSES	mode:1bdd9a400019
cause:ee66a44222d2	CAUSES	mode:1bdd9a400019
cause:a443f62f9ab9	CAUSES	mode:1bdd9a400019
cause:1fbba2b6b226	CAUSES	mode:b41cc6f0d664
cause:0db4ed580a6a	CAUSES	mode:b41cc6f0d664
cause:8019b97d489c	CAUSES	mode:cc770fc0fd83
cause:fc8fcf2b5a41	CAUSES	mode:cc770fc0fd83
cause:75be8f748196	CAUSES	mode:cc770fc0fd83
cause:f99afb69101e	CAUSES	mode:cc770fc0fd83
cause:9ffd21a6843f	CAUSES	mode:704361314548
mode:d3144bedcf71	BELONGS_TO	group:mode_group_0451
cause:fbf93e5339bd	CAUSES	group:mode_group_0451
cause:3563cc7d57b4	CAUSES	group:mode_group_0451
mode:73e2693ed2ea	LEADS_TO	effect:c818d02ae615
cause:297bab04d376	BELONGS_TO	group:cause_group_0820
cause:c975e1e5368e	BELONGS_TO	group:cause_group_0820
mode:5f9064082ac7	LEADS_TO	effect:bd405c917f98
cause:6143093b47ce	BELONGS_TO	group:cause_group_0534
cause:ed4b94863b0e	CAUSES	mode:5f9064082ac7
cause:ed4b94863b0e	CAUSES_EFFECT	effect:bd405c917f98
mode:e9dcc6178f84	LEADS_TO	effect:f757632c95f8
cause:eb015f212897	CAUSES	mode:e9dcc6178f84
cause:eb015f212897	CAUSES_EFFECT	effect:f757632c95f8
cause:a3f583ebd658	CAUSES	mode:e9dcc6178f84
cause:a3f583ebd658	CAUSES_EFFECT	effect:f757632c95f8
cause:81297e96eeca	CAUSES	mode:4762b28245d0
cause:ef5bde225a9e	CAUSES	mode:4762b28245d0
cause:87fc8a92e9d6	CAUSES	mode:4762b28245d0
cause:1ce3e8302708	CAUSES	mode:4762b28245d0
mode:2d330136c884	BELONGS_TO	group:mode_group_0093
cause:102ee82cad36	CAUSES	group:mode_group_0093
cause:4747d19cbbcc	CAUSES	group:mode_group_0093
group:mode_group_0017	LEADS_TO	effect:064abcb712e2
group:mode_group_0017	LEADS_TO	effect:bd219d2f21c1
group:mode_group_0017	LEADS_TO	effect:d9efbe5e0430
group:mode_group_0017	LEADS_TO	group:effect_group_0177
group:mode_group_0017	LEADS_TO	group:effect_group_0269
group:mode_group_0017	LEADS_TO	group:effect_regroup_0005
group:mode_group_0017	LEADS_TO	group:effect_regroup_0041
group:mode_group_0030	LEADS_TO	effect:0a8113941d35
group:mode_group_0030	LEADS_TO	effect:05d6630f59cf
group:mode_group_0030	LEADS_TO	group:effect_group_0011
group:mode_group_0030	LEADS_TO	group:effect_group_0150
group:mode_group_0030	LEADS_TO	group:effect_regroup_0012
group:mode_group_0201	LEADS_TO	group:effect_regroup_0002
group:mode_group_0201	LEADS_TO	group:effect_regroup_0015
group:mode_group_0039	LEADS_TO	effect:05495559660c
group:mode_group_0039	LEADS_TO	effect:1edeb9cf1cdc
group:mode_group_0039	LEADS_TO	effect:04a3f4df8457
group:mode_group_0039	LEADS_TO	group:effect_group_0018
group:mode_group_0039	LEADS_TO	group:effect_regroup_0002
group:mode_group_0404	LEADS_TO	effect:9aa97b5a5cfa
group:mode_group_0404	LEADS_TO	effect:3ca94c964081
group:mode_group_0404	LEADS_TO	effect:268798c9667d
group:mode_group_0404	LEADS_TO	group:effect_regroup_0015
group:mode_group_0404	LEADS_TO	group:effect_regroup_0017
group:mode_group_0404	LEADS_TO	group:effect_regroup_0048
group:mode_group_0056	LEADS_TO	group:effect_group_0003
group:mode_group_0056	LEADS_TO	group:effect_group_0150
group:mode_group_0451	LEADS_TO	effect:6b73be7431fa
group:mode_group_0451	LEADS_TO	effect:f1a64bb26225
group:mode_group_0442	LEADS_TO	effect:2ed35ddc98f8
group:mode_group_0442	LEADS_TO	effect:3a6cd9622b66
group:mode_group_0093	LEADS_TO	effect:b9ae67245b7c
group:mode_group_0093	LEADS_TO	effect:d151a1ec6d49
group:mode_group_0093	LEADS_TO	effect:83cca8d4bf2e
group:mode_group_0093	LEADS_TO	group:effect_regroup_0002
group:mode_group_0093	LEADS_TO	group:effect_regroup_0020
group:mode_group_0094	LEADS_TO	effect:b9ae67245b7c
group:mode_group_0094	LEADS_TO	effect:2f776b20b188
group:mode_group_0214	LEADS_TO	effect:932a6ec9975b
group:mode_group_0214	LEADS_TO	group:effect_group_0003
group:mode_group_0083	LEADS_TO	effect:fe4f4c07d6fd
group:mode_group_0083	LEADS_TO	effect:b072d0dfecbe
group:mode_group_0083	LEADS_TO	group:effect_group_0172
group:mode_group_0020	LEADS_TO	effect:bd219d2f21c1
group:mode_group_0020	LEADS_TO	group:effect_group_0011
group:mode_group_0020	LEADS_TO	group:effect_group_0156
group:mode_group_0200	LEADS_TO	effect:3bcaa4e2de36
group:mode_group_0200	LEADS_TO	effect:21c5e17e5b12
group:mode_group_0200	LEADS_TO	group:effect_group_0032
group:mode_group_0200	LEADS_TO	group:effect_regroup_0015
group:mode_group_0232	LEADS_TO	effect:da2407a8b844
group:mode_group_0232	LEADS_TO	effect:61add68f4552
group:mode_group_0232	LEADS_TO	effect:9a7436227ce4
group:mode_group_0232	LEADS_TO	effect:067918f4d4a7
group:mode_group_0232	LEADS_TO	group:effect_regroup_0015
group:mode_group_0015	LEADS_TO	effect:bc3af1deda29
group:mode_group_0015	LEADS_TO	effect:a1d32f1b05ef
group:mode_group_0015	LEADS_TO	group:effect_group_0011
group:mode_group_0015	LEADS_TO	group:effect_regroup_0022
group:mode_group_0049	LEADS_TO	effect:ff737685d237
group:mode_group_0049	LEADS_TO	effect:4c711e799726
group:mode_group_0051	LEADS_TO	group:effect_group_0003
group:mode_group_0239	LEADS_TO	effect:eb3b72714761
group:mode_group_0272	LEADS_TO	group:effect_group_0032
group:mode_group_0381	LEADS_TO	effect:9aa97b5a5cfa
group:mode_group_0381	LEADS_TO	effect:3ca94c964081
group:mode_group_0381	LEADS_TO	effect:268798c9667d
group:mode_group_0381	LEADS_TO	group:effect_group_0032
group:mode_group_0381	LEADS_TO	group:effect_regroup_0015
group:mode_group_0413	LEADS_TO	group:effect_regroup_0011
group:mode_group_0413	LEADS_TO	group:effect_regroup_0015
group:mode_group_0413	LEADS_TO	group:effect_regroup_0017
group:mode_group_0478	LEADS_TO	effect:57e5929e3d53
group:mode_group_0105	LEADS_TO	effect:d6f0561d76e2
group:mode_group_0105	LEADS_TO	group:effect_group_0172
group:mode_group_0105	LEADS_TO	group:effect_group_0150
group:mode_group_0105	LEADS_TO	group:effect_regroup_0033
group:mode_group_0185	LEADS_TO	effect:0bc16dc9d7df
group:mode_group_0185	LEADS_TO	effect:d6bb97a90c7b
group:mode_group_0185	LEADS_TO	effect:eb47801dafbc
group:mode_group_0185	LEADS_TO	effect:d536cafe7a44
group:mode_group_0188	LEADS_TO	effect:eb47801dafbc
group:mode_group_0188	LEADS_TO	effect:40edb0b66dd5
group:mode_group_0188	LEADS_TO	effect:76a116954fc1
group:mode_group_0217	LEADS_TO	effect:5c0af1530412
group:mode_group_0217	LEADS_TO	effect:0e344f895e52
group:mode_group_0217	LEADS_TO	effect:2eb03eb2dbb0
group:mode_group_0217	LEADS_TO	effect:3d017dd6bdaa
group:mode_group_0217	LEADS_TO	effect:58822fa3759e
group:mode_group_0271	LEADS_TO	group:effect_group_0032
group:mode_group_0271	LEADS_TO	group:effect_group_0240
group:mode_group_0275	LEADS_TO	effect:9a7436227ce4
group:mode_group_0275	LEADS_TO	effect:6a963b496240
group:mode_group_0275	LEADS_TO	effect:d252bde92ac5
group:mode_group_0275	LEADS_TO	group:effect_regroup_0012
group:mode_group_0347	LEADS_TO	effect:5438e36e6b32
group:mode_group_0347	LEADS_TO	effect:ecd2ea7f1d0b
group:mode_group_0347	LEADS_TO	effect:a0ebdbc9a210
group:mode_group_0347	LEADS_TO	group:effect_regroup_0046
group:mode_group_0403	LEADS_TO	effect:30be056d2017
group:mode_group_0403	LEADS_TO	group:effect_regroup_0051
group:mode_group_0018	LEADS_TO	effect:bd219d2f21c1
group:mode_group_0018	LEADS_TO	group:effect_group_0011
group:mode_group_0035	LEADS_TO	effect:40668984eb01
group:mode_group_0048	LEADS_TO	effect:eca13056359f
group:mode_group_0168	LEADS_TO	group:effect_regroup_0024
group:mode_group_0194	LEADS_TO	group:effect_group_0032
group:mode_group_0254	LEADS_TO	effect:fe4f4c07d6fd
group:mode_group_0254	LEADS_TO	group:effect_group_0172
group:mode_group_0254	LEADS_TO	group:effect_regroup_0033
group:mode_group_0376	LEADS_TO	effect:4e1fbeacf083
group:mode_group_0376	LEADS_TO	effect:7b0faa50ba5d
group:mode_group_0040	LEADS_TO	group:effect_group_0177
group:mode_group_0040	LEADS_TO	group:effect_group_0018
group:mode_group_0053	LEADS_TO	group:effect_group_0003
group:mode_group_0101	LEADS_TO	group:effect_group_0003
group:mode_group_0101	LEADS_TO	group:effect_regroup_0007
group:mode_group_0101	LEADS_TO	group:effect_regroup_0012
group:mode_group_0167	LEADS_TO	effect:bd9800f18409
group:mode_group_0167	LEADS_TO	group:effect_group_0103
group:mode_group_0169	LEADS_TO	effect:a4fa48818223
group:mode_group_0169	LEADS_TO	effect:25647088e2fb
group:mode_group_0169	LEADS_TO	effect:894dbaf7670f
group:mode_group_0253	LEADS_TO	effect:f495e344ca3f
group:mode_group_0253	LEADS_TO	effect:bff2fce5ad73
group:mode_group_0308	LEADS_TO	effect:76d50838cccb
group:mode_group_0308	LEADS_TO	group:effect_group_0214
group:mode_group_0308	LEADS_TO	group:effect_regroup_0040
group:mode_group_0425	LEADS_TO	effect:b30c674730fb
group:mode_group_0425	LEADS_TO	group:effect_group_0184
group:mode_group_0426	LEADS_TO	effect:04a3f4df8457
group:mode_group_0426	LEADS_TO	effect:b5c1ced55634
group:mode_group_0002	LEADS_TO	effect:465e66a8fb85
group:mode_group_0002	LEADS_TO	group:effect_group_0091
group:mode_group_0037	LEADS_TO	effect:267390e05d11
group:mode_group_0037	LEADS_TO	group:effect_group_0019
group:mode_group_0060	LEADS_TO	effect:db143483996e
group:mode_group_0060	LEADS_TO	effect:498815cf7101
group:mode_group_0118	LEADS_TO	effect:63fe0049a6bd
group:mode_group_0118	LEADS_TO	group:effect_regroup_0015
group:mode_group_0149	LEADS_TO	group:effect_regroup_0003
group:mode_group_0149	LEADS_TO	group:effect_regroup_0020
group:mode_group_0174	LEADS_TO	effect:06a0581c5c3e
group:mode_group_0183	LEADS_TO	effect:901cf7615ba3
group:mode_group_0192	LEADS_TO	group:effect_group_0003
group:mode_group_0192	LEADS_TO	group:effect_group_0032
group:mode_group_0202	LEADS_TO	effect:83692d19a264
group:mode_group_0225	LEADS_TO	effect:6ff50d50d2de
group:mode_group_0225	LEADS_TO	group:effect_regroup_0002
group:mode_group_0227	LEADS_TO	effect:fcd5f4ed00d4
group:mode_group_0227	LEADS_TO	group:effect_regroup_0002
group:mode_group_0230	LEADS_TO	effect:bf44bf9b8698
group:mode_group_0230	LEADS_TO	group:effect_regroup_0002
group:mode_group_0241	LEADS_TO	group:effect_group_0164
group:mode_group_0279	LEADS_TO	group:effect_group_0177
group:mode_group_0323	LEADS_TO	effect:48fdefa7871c
group:mode_group_0323	LEADS_TO	effect:dc568a03b8e7
group:mode_group_0329	LEADS_TO	effect:d513d3ef6134
group:mode_group_0329	LEADS_TO	effect:5b458c1361d6
group:mode_group_0353	LEADS_TO	effect:436d365cb08a
group:mode_group_0355	LEADS_TO	effect:60d71c3afa5c
group:mode_group_0384	LEADS_TO	group:effect_regroup_0002
group:mode_group_0384	LEADS_TO	group:effect_regroup_0048
group:mode_group_0433	LEADS_TO	effect:72b2e6b63f3e
group:mode_group_0434	LEADS_TO	group:effect_group_0032
group:mode_group_0434	LEADS_TO	group:effect_group_0286
group:mode_group_0438	LEADS_TO	group:effect_group_0032
group:mode_regroup_0001	LEADS_TO	effect:53d80fbb9ce2
group:mode_regroup_0001	LEADS_TO	effect:2837af838030
group:mode_regroup_0001	LEADS_TO	effect:a933f0c08013
group:mode_regroup_0001	LEADS_TO	group:effect_group_0015
group:mode_regroup_0002	LEADS_TO	effect:cdb7954f9525
group:mode_regroup_0002	LEADS_TO	effect:db5a33c53a42
group:mode_regroup_0002	LEADS_TO	effect:df41e1991405
group:mode_regroup_0003	LEADS_TO	effect:064abcb712e2
group:mode_regroup_0003	LEADS_TO	effect:bd219d2f21c1
group:mode_regroup_0003	LEADS_TO	effect:d72371052aff
group:mode_regroup_0003	LEADS_TO	effect:7d104cde7f7b
group:mode_regroup_0003	LEADS_TO	group:effect_group_0032
group:mode_regroup_0003	LEADS_TO	group:effect_regroup_0040
group:mode_regroup_0003	LEADS_TO	group:effect_regroup_0043
group:mode_regroup_0007	LEADS_TO	group:effect_group_0032
group:mode_regroup_0007	LEADS_TO	group:effect_regroup_0011
group:mode_regroup_0009	LEADS_TO	group:effect_group_0154
group:mode_regroup_0009	LEADS_TO	group:effect_regroup_0006
group:mode_regroup_0009	LEADS_TO	group:effect_regroup_0010
group:mode_regroup_0009	LEADS_TO	group:effect_regroup_0015
group:mode_regroup_0010	LEADS_TO	effect:30a99f2ed766
group:mode_regroup_0010	LEADS_TO	group:effect_group_0056
group:mode_regroup_0010	LEADS_TO	group:effect_group_0077
group:mode_regroup_0012	LEADS_TO	effect:8aafd1f1b0f9
group:mode_regroup_0013	LEADS_TO	effect:3ed28e6c170b
group:mode_regroup_0013	LEADS_TO	group:effect_regroup_0012
group:mode_regroup_0014	LEADS_TO	group:effect_regroup_0011
group:mode_regroup_0019	LEADS_TO	effect:37dea9eff5c7
group:mode_regroup_0019	LEADS_TO	group:effect_regroup_0001
group:mode_regroup_0021	LEADS_TO	effect:34bd7a1b82ea
group:mode_regroup_0021	LEADS_TO	effect:67bcfdc8f4dd
group:mode_regroup_0021	LEADS_TO	group:effect_regroup_0002
group:mode_regroup_0021	LEADS_TO	group:effect_regroup_0012
group:mode_regroup_0023	LEADS_TO	group:effect_group_0003
group:mode_regroup_0023	LEADS_TO	group:effect_group_0154
group:mode_regroup_0023	LEADS_TO	group:effect_regroup_0007
group:mode_regroup_0024	LEADS_TO	group:effect_regroup_0002
group:mode_regroup_0027	LEADS_TO	effect:b5152bdb7f0a
group:mode_regroup_0027	LEADS_TO	group:effect_group_0231
group:mode_regroup_0028	LEADS_TO	group:effect_group_0231
group:mode_regroup_0028	LEADS_TO	group:effect_regroup_0031
group:mode_regroup_0029	LEADS_TO	effect:2c9da9086fde
group:mode_regroup_0029	LEADS_TO	group:effect_regroup_0033
group:mode_regroup_0032	LEADS_TO	group:effect_group_0177
group:mode_regroup_0032	LEADS_TO	group:effect_regroup_0040
group:mode_regroup_0034	LEADS_TO	group:effect_group_0225
group:mode_regroup_0035	LEADS_TO	group:effect_group_0231
group:mode_regroup_0036	LEADS_TO	group:effect_group_0003
group:mode_regroup_0042	LEADS_TO	group:effect_regroup_0002
group:mode_regroup_0049	LEADS_TO	effect:e2109be3c24a
group:mode_regroup_0049	LEADS_TO	group:effect_regroup_0015
group:cause_group_0321	CAUSES	mode:dc398ece0fc4
group:cause_group_0321	CAUSES	mode:4b32dbd8b9f2
group:cause_group_0321	CAUSES	mode:bf46234f13cf
group:cause_group_0321	CAUSES	mode:efbfc4f13c55
group:cause_group_0321	CAUSES	mode:db452669d2eb
group:cause_group_0321	CAUSES	mode:e254ab4242e5
group:cause_group_0321	CAUSES	mode:949a4987001d
group:cause_group_0321	CAUSES	mode:9c7aed6272c6
group:cause_group_0321	CAUSES	mode:f27c46451699
group:cause_group_0321	CAUSES	mode:73307549f18f
group:cause_group_0321	CAUSES	mode:ed4ee2835957
group:cause_group_0321	CAUSES	mode:fa83aa20b244
group:cause_group_0321	CAUSES	mode:7ed558b387ee
group:cause_group_0321	CAUSES	mode:d044a362e8e3
group:cause_group_0321	CAUSES	mode:9c86e7ba063b
group:cause_group_0321	CAUSES	mode:d9251907d1dc
group:cause_group_0321	CAUSES	mode:b8ac296427a7
group:cause_group_0321	CAUSES	group:mode_group_0279
group:cause_group_0321	CAUSES	group:mode_regroup_0009
group:cause_group_0321	CAUSES	group:mode_regroup_0021
group:cause_group_0321	CAUSES_EFFECT	effect:fe4f4c07d6fd
group:cause_group_0321	CAUSES_EFFECT	effect:eacec107c7bb
group:cause_group_0321	CAUSES_EFFECT	effect:67464b942bc3
group:cause_group_0321	CAUSES_EFFECT	effect:67bcfdc8f4dd
group:cause_group_0321	CAUSES_EFFECT	effect:6b06bb8f5481
group:cause_group_0321	CAUSES_EFFECT	effect:d8db5decfe56
group:cause_group_0321	CAUSES_EFFECT	effect:b88bb40a9562
group:cause_group_0321	CAUSES_EFFECT	effect:1ae82044d371
group:cause_group_0321	CAUSES_EFFECT	effect:36266dee6643
group:cause_group_0321	CAUSES_EFFECT	effect:f6ce236e18a9
group:cause_group_0321	CAUSES_EFFECT	group:effect_group_0003
group:cause_group_0321	CAUSES_EFFECT	group:effect_group_0177
group:cause_group_0321	CAUSES_EFFECT	group:effect_group_0172
group:cause_group_0321	CAUSES_EFFECT	group:effect_group_0150
group:cause_group_0321	CAUSES_EFFECT	group:effect_regroup_0002
group:cause_group_0321	CAUSES_EFFECT	group:effect_regroup_0005
group:cause_group_0321	CAUSES_EFFECT	group:effect_regroup_0015
group:cause_group_0059	CAUSES	mode:3318e92f16b9
group:cause_group_0059	CAUSES	mode:83c34da7e349
group:cause_group_0059	CAUSES	mode:511a0d70309c
group:cause_group_0059	CAUSES	mode:445904e8a03c
group:cause_group_0059	CAUSES	mode:aa6ddc47a94e
group:cause_group_0059	CAUSES	mode:6cdbcad96103
group:cause_group_0059	CAUSES_EFFECT	effect:b3a1b98ea7e1
group:cause_group_0059	CAUSES_EFFECT	effect:3ea329942f06
group:cause_group_0059	CAUSES_EFFECT	group:effect_group_0142
group:cause_group_0059	CAUSES_EFFECT	group:effect_regroup_0002
group:cause_group_0059	CAUSES_EFFECT	group:effect_regroup_0003
group:cause_group_0059	CAUSES_EFFECT	group:effect_regroup_0016
group:cause_group_0059	CAUSES_EFFECT	group:effect_regroup_0021
group:cause_group_0072	CAUSES	mode:8eaf04c19d2c
group:cause_group_0072	CAUSES	mode:8765600d0910
group:cause_group_0072	CAUSES	mode:846cf6596a8a
group:cause_group_0072	CAUSES	mode:dc398ece0fc4
group:cause_group_0072	CAUSES	mode:ed4ee2835957
group:cause_group_0072	CAUSES	mode:2659dacc67a3
group:cause_group_0072	CAUSES	mode:03d9f2d5bc1f
group:cause_group_0072	CAUSES	mode:dff2e8e0d849
group:cause_group_0072	CAUSES	group:mode_group_0017
group:cause_group_0072	CAUSES	group:mode_group_0039
group:cause_group_0072	CAUSES	group:mode_group_0083
group:cause_group_0072	CAUSES	group:mode_group_0217
group:cause_group_0072	CAUSES	group:mode_group_0425
group:cause_group_0072	CAUSES	group:mode_group_0426
group:cause_group_0072	CAUSES	group:mode_group_0060
group:cause_group_0072	CAUSES	group:mode_regroup_0010
group:cause_group_0072	CAUSES_EFFECT	effect:db143483996e
group:cause_group_0072	CAUSES_EFFECT	effect:498815cf7101
group:cause_group_0072	CAUSES_EFFECT	effect:5c0af1530412
group:cause_group_0072	CAUSES_EFFECT	effect:b072d0dfecbe
group:cause_group_0072	CAUSES_EFFECT	effect:d8db5decfe56
group:cause_group_0072	CAUSES_EFFECT	effect:eb978cc034ae
group:cause_group_0072	CAUSES_EFFECT	effect:d9efbe5e0430
group:cause_group_0072	CAUSES_EFFECT	effect:2eb03eb2dbb0
group:cause_group_0072	CAUSES_EFFECT	effect:3d017dd6bdaa
group:cause_group_0072	CAUSES_EFFECT	effect:58822fa3759e
group:cause_group_0072	CAUSES_EFFECT	effect:04a3f4df8457
group:cause_group_0072	CAUSES_EFFECT	effect:b30c674730fb
group:cause_group_0072	CAUSES_EFFECT	effect:b5c1ced55634
group:cause_group_0072	CAUSES_EFFECT	group:effect_group_0184
group:cause_group_0072	CAUSES_EFFECT	group:effect_group_0154
group:cause_group_0072	CAUSES_EFFECT	group:effect_group_0269
group:cause_group_0072	CAUSES_EFFECT	group:effect_group_0077
group:cause_group_0072	CAUSES_EFFECT	group:effect_regroup_0002
group:cause_group_0072	CAUSES_EFFECT	group:effect_regroup_0006
group:cause_group_0072	CAUSES_EFFECT	group:effect_regroup_0021
group:cause_group_0072	CAUSES_EFFECT	group:effect_regroup_0041
group:cause_group_0010	CAUSES	mode:34bd575d8889
group:cause_group_0010	CAUSES	mode:4a0c88033399
group:cause_group_0010	CAUSES	group:mode_group_0094
group:cause_group_0010	CAUSES	group:mode_group_0015
group:cause_group_0010	CAUSES	group:mode_group_0168
group:cause_group_0010	CAUSES	group:mode_group_0167
group:cause_group_0010	CAUSES	group:mode_group_0169
group:cause_group_0010	CAUSES	group:mode_regroup_0036
group:cause_group_0010	CAUSES_EFFECT	effect:b9ae67245b7c
group:cause_group_0010	CAUSES_EFFECT	effect:bd9800f18409
group:cause_group_0010	CAUSES_EFFECT	effect:a4fa48818223
group:cause_group_0010	CAUSES_EFFECT	effect:25647088e2fb
group:cause_group_0010	CAUSES_EFFECT	effect:894dbaf7670f
group:cause_group_0010	CAUSES_EFFECT	group:effect_group_0003
group:cause_group_0010	CAUSES_EFFECT	group:effect_group_0011
group:cause_group_0010	CAUSES_EFFECT	group:effect_group_0150
group:cause_group_0010	CAUSES_EFFECT	group:effect_group_0103
group:cause_group_0010	CAUSES_EFFECT	group:effect_regroup_0003
group:cause_group_0010	CAUSES_EFFECT	group:effect_regroup_0024
group:cause_group_0485	CAUSES	mode:8e5951c9fae6
group:cause_group_0485	CAUSES	mode:ea5cb8ff0abf
group:cause_group_0485	CAUSES	mode:1c5d5841ab2f
group:cause_group_0485	CAUSES	mode:abf041996ae4
group:cause_group_0485	CAUSES	mode:bfe2d0dba153
group:cause_group_0485	CAUSES	group:mode_group_0404
